country_code,country_name,state_code,state_name,state_abbreviation,municipality_code,municipality_name,population_size,hdi,years,employability_rate
BR,Brasil,42,Santa Catarina,SC,4209508,Laurentino,7154,0.749,"[2020, 2019, 2018, 2017, 2016]","[2333, 2253, 2195, 2173, 2222]"
BR,Brasil,42,Santa Catarina,SC,4209607,Lauro Müller,15380,0.735,"[2020, 2019, 2018, 2017, 2016]","[4149, 4040, 3854, 3649, 3793]"
BR,Brasil,42,Santa Catarina,SC,4209706,Lebon Régis,12122,0.649,"[2020, 2019, 2018, 2017, 2016]","[1473, 1396, 1425, 1501, 1353]"
BR,Brasil,42,Santa Catarina,SC,4209854,Lindóia do Sul,4530,0.743,"[2020, 2019, 2018, 2017, 2016]","[811, 824, 757, 816, 1137]"
BR,Brasil,42,Santa Catarina,SC,4209904,Lontras,12497,0.704,"[2020, 2019, 2018, 2017, 2016]","[3910, 3541, 3513, 3758, 3540]"
BR,Brasil,42,Santa Catarina,SC,4210001,Luiz Alves,13347,0.737,"[2020, 2019, 2018, 2017, 2016]","[5118, 4951, 4730, 4825, 4731]"
BR,Brasil,42,Santa Catarina,SC,4210035,Luzerna,5683,0.789,"[2020, 2019, 2018, 2017, 2016]","[2088, 2001, 1902, 1689, 1778]"
BR,Brasil,42,Santa Catarina,SC,4210050,Macieira,1757,0.662,"[2020, 2019, 2018, 2017, 2016]","[319, 345, 356, 287, 295]"
BR,Brasil,42,Santa Catarina,SC,4210100,Mafra,56825,0.777,"[2020, 2019, 2018, 2017, 2016]","[14730, 15184, 14962, 15073, 13950]"
BR,Brasil,42,Santa Catarina,SC,4210209,Major Gercino,3465,0.698,"[2020, 2019, 2018, 2017, 2016]","[582, 612, 571, 576, 578]"
BR,Brasil,42,Santa Catarina,SC,4210308,Major Vieira,8209,0.69,"[2020, 2019, 2018, 2017, 2016]","[989, 989, 944, 850, 745]"
BR,Brasil,42,Santa Catarina,SC,4210407,Maracajá,7461,0.768,"[2020, 2019, 2018, 2017, 2016]","[2136, 1939, 1958, 1954, 1951]"
BR,Brasil,42,Santa Catarina,SC,4210506,Maravilha,26463,0.781,"[2020, 2019, 2018, 2017, 2016]","[11338, 10316, 10203, 9874, 9628]"
BR,Brasil,42,Santa Catarina,SC,4210555,Marema,1703,0.743,"[2020, 2019, 2018, 2017, 2016]","[283, 304, 284, 304, 277]"
BR,Brasil,42,Santa Catarina,SC,4210704,Matos Costa,2442,0.657,"[2020, 2019, 2018, 2017, 2016]","[392, 425, 426, 447, 514]"
BR,Brasil,42,Santa Catarina,SC,4210803,Meleiro,6989,0.738,"[2020, 2019, 2018, 2017, 2016]","[1816, 1861, 1831, 1828, 1770]"
BR,Brasil,42,Santa Catarina,SC,4210852,Mirim Doce,2257,0.708,"[2020, 2019, 2018, 2017, 2016]","[643, 607, 582, 490, 556]"
BR,Brasil,42,Santa Catarina,SC,4210902,Modelo,4227,0.76,"[2020, 2019, 2018, 2017, 2016]","[1015, 1005, 969, 1093, 1129]"
BR,Brasil,42,Santa Catarina,SC,4211009,Mondaí,12034,0.748,"[2020, 2019, 2018, 2017, 2016]","[3270, 2986, 2899, 2852, 2835]"
BR,Brasil,42,Santa Catarina,SC,4211900,Palhoça,178679,0.757,"[2020, 2019, 2018, 2017, 2016]","[55622, 51846, 50523, 45988, 44949]"
BR,Brasil,42,Santa Catarina,SC,4211058,Monte Carlo,9945,0.643,"[2020, 2019, 2018, 2017, 2016]","[2107, 2032, 2002, 1946, 1909]"
BR,Brasil,42,Santa Catarina,SC,4211108,Monte Castelo,8263,0.675,"[2020, 2019, 2018, 2017, 2016]","[1319, 1212, 1248, 1234, 1149]"
BR,Brasil,42,Santa Catarina,SC,4211207,Morro da Fumaça,18095,0.738,"[2020, 2019, 2018, 2017, 2016]","[7095, 6968, 6898, 7209, 7186]"
BR,Brasil,42,Santa Catarina,SC,4211256,Morro Grande,2884,0.701,"[2020, 2019, 2018, 2017, 2016]","[588, 613, 578, 587, 1560]"
BR,Brasil,42,Santa Catarina,SC,4211306,Navegantes,85734,0.736,"[2020, 2019, 2018, 2017, 2016]","[24029, 22996, 21330, 21368, 21186]"
BR,Brasil,42,Santa Catarina,SC,4211405,Nova Erechim,5163,0.765,"[2020, 2019, 2018, 2017, 2016]","[1574, 1420, 1373, 1364, 1438]"
BR,Brasil,42,Santa Catarina,SC,4211454,Nova Itaberaba,4327,0.736,"[2020, 2019, 2018, 2017, 2016]","[780, 735, 780, 751, 686]"
BR,Brasil,42,Santa Catarina,SC,4211504,Nova Trento,15010,0.748,"[2020, 2019, 2018, 2017, 2016]","[6794, 7023, 6608, 6372, 5802]"
BR,Brasil,42,Santa Catarina,SC,4211603,Nova Veneza,15515,0.768,"[2020, 2019, 2018, 2017, 2016]","[7762, 7568, 7543, 7596, 7397]"
BR,Brasil,42,Santa Catarina,SC,4211652,Novo Horizonte,2366,0.706,"[2020, 2019, 2018, 2017, 2016]","[530, 515, 507, 454, 437]"
BR,Brasil,42,Santa Catarina,SC,4211702,Orleans,23161,0.755,"[2020, 2019, 2018, 2017, 2016]","[8904, 8486, 8227, 8253, 7894]"
BR,Brasil,42,Santa Catarina,SC,4211751,Otacílio Costa,19201,0.74,"[2020, 2019, 2018, 2017, 2016]","[5848, 5696, 5467, 5450, 5678]"
BR,Brasil,42,Santa Catarina,SC,4211801,Ouro,7251,0.774,"[2020, 2019, 2018, 2017, 2016]","[1506, 1525, 1418, 1268, 1207]"
BR,Brasil,42,Santa Catarina,SC,4211850,Ouro Verde,2197,0.695,"[2020, 2019, 2018, 2017, 2016]","[273, 296, 286, 286, 287]"
BR,Brasil,42,Santa Catarina,SC,4211876,Paial,1444,0.718,"[2020, 2019, 2018, 2017, 2016]","[276, 257, 233, 213, 175]"
BR,Brasil,42,Santa Catarina,SC,4211892,Painel,2352,0.664,"[2020, 2019, 2018, 2017, 2016]","[366, 222, 245, 304, 355]"
BR,Brasil,42,Santa Catarina,SC,4212007,Palma Sola,7321,0.704,"[2020, 2019, 2018, 2017, 2016]","[1851, 1847, 1770, 1732, 1755]"
BR,Brasil,42,Santa Catarina,SC,4212056,Palmeira,2673,0.671,"[2020, 2019, 2018, 2017, 2016]","[803, 734, 721, 765, 699]"
BR,Brasil,42,Santa Catarina,SC,4212106,Palmitos,16144,0.737,"[2020, 2019, 2018, 2017, 2016]","[5245, 4949, 4537, 4291, 4101]"
BR,Brasil,42,Santa Catarina,SC,4212205,Papanduva,19521,0.704,"[2020, 2019, 2018, 2017, 2016]","[4323, 4066, 3958, 3966, 3816]"
BR,Brasil,42,Santa Catarina,SC,4212239,Paraíso,3284,0.7,"[2020, 2019, 2018, 2017, 2016]","[647, 607, 659, 621, 630]"
BR,Brasil,42,Santa Catarina,SC,4212254,Passo de Torres,9269,0.72,"[2020, 2019, 2018, 2017, 2016]","[1459, 1364, 1423, 1323, 1192]"
BR,Brasil,42,Santa Catarina,SC,4212270,Passos Maia,4072,0.659,"[2020, 2019, 2018, 2017, 2016]","[1033, 993, 1014, 962, 963]"
BR,Brasil,42,Santa Catarina,SC,4212304,Paulo Lopes,7642,0.716,"[2020, 2019, 2018, 2017, 2016]","[1912, 1870, 1830, 1891, 1803]"
BR,Brasil,42,Santa Catarina,SC,4212403,Pedras Grandes,3931,0.728,"[2020, 2019, 2018, 2017, 2016]","[1406, 1231, 1242, 1258, 1222]"
BR,Brasil,42,Santa Catarina,SC,4212502,Penha,34022,0.743,"[2020, 2019, 2018, 2017, 2016]","[8430, 8063, 7887, 7178, 6951]"
BR,Brasil,42,Santa Catarina,SC,4212601,Peritiba,2733,0.766,"[2020, 2019, 2018, 2017, 2016]","[754, 750, 726, 680, 695]"
BR,Brasil,42,Santa Catarina,SC,4212650,Pescaria Brava,10225,,"[2020, 2019, 2018, 2017, 2016]","[793, 702, 695, 582, 468]"
BR,Brasil,42,Santa Catarina,SC,4212700,Petrolândia,5873,0.716,"[2020, 2019, 2018, 2017, 2016]","[1152, 1096, 1084, 1137, 1130]"
BR,Brasil,42,Santa Catarina,SC,4212809,Balneário Piçarras,24385,0.756,"[2020, 2019, 2018, 2017, 2016]","[5950, 6035, 5181, 5324, 4965]"
BR,Brasil,42,Santa Catarina,SC,4212908,Pinhalzinho,21103,0.783,"[2020, 2019, 2018, 2017, 2016]","[9311, 8752, 8316, 8573, 7875]"
BR,Brasil,42,Santa Catarina,SC,4213005,Pinheiro Preto,3635,0.777,"[2020, 2019, 2018, 2017, 2016]","[1623, 1506, 1387, 1340, 1236]"
BR,Brasil,42,Santa Catarina,SC,4213104,Piratuba,3637,0.758,"[2020, 2019, 2018, 2017, 2016]","[1759, 2055, 1995, 1990, 1905]"
BR,Brasil,42,Santa Catarina,SC,4213153,Planalto Alegre,2907,0.751,"[2020, 2019, 2018, 2017, 2016]","[638, 690, 636, 840, 689]"
BR,Brasil,42,Santa Catarina,SC,4213203,Pomerode,34561,0.78,"[2020, 2019, 2018, 2017, 2016]","[15840, 16037, 16404, 16650, 15432]"
BR,Brasil,42,Santa Catarina,SC,4213302,Ponte Alta,4619,0.673,"[2020, 2019, 2018, 2017, 2016]","[792, 825, 786, 774, 760]"
BR,Brasil,42,Santa Catarina,SC,4213351,Ponte Alta do Norte,3426,0.689,"[2020, 2019, 2018, 2017, 2016]","[1026, 944, 969, 956, 931]"
BR,Brasil,42,Santa Catarina,SC,4213401,Ponte Serrada,11674,0.693,"[2020, 2019, 2018, 2017, 2016]","[2215, 2098, 2162, 2253, 2431]"
BR,Brasil,42,Santa Catarina,SC,4213500,Porto Belo,22466,0.76,"[2020, 2019, 2018, 2017, 2016]","[7922, 7354, 7065, 6437, 5545]"
BR,Brasil,42,Santa Catarina,SC,4214508,Rio do Campo,5864,0.729,"[2020, 2019, 2018, 2017, 2016]","[1362, 1292, 1244, 1285, 1305]"
BR,Brasil,42,Santa Catarina,SC,4213609,Porto União,35685,0.786,"[2020, 2019, 2018, 2017, 2016]","[8055, 7735, 7271, 7012, 6925]"
BR,Brasil,42,Santa Catarina,SC,4213708,Pouso Redondo,17965,0.72,"[2020, 2019, 2018, 2017, 2016]","[5594, 5374, 5126, 5274, 5059]"
BR,Brasil,42,Santa Catarina,SC,4213807,Praia Grande,7305,0.718,"[2020, 2019, 2018, 2017, 2016]","[1809, 1782, 1574, 1580, 1614]"
BR,Brasil,42,Santa Catarina,SC,4213906,Presidente Castello Branco,1526,0.77,"[2020, 2019, 2018, 2017, 2016]","[345, 332, 314, 291, 294]"
BR,Brasil,42,Santa Catarina,SC,4214003,Presidente Getúlio,17973,0.759,"[2020, 2019, 2018, 2017, 2016]","[8071, 8012, 7556, 7565, 7453]"
BR,Brasil,42,Santa Catarina,SC,4217808,Taió,18576,0.761,"[2020, 2019, 2018, 2017, 2016]","[6706, 6650, 6496, 6159, 6072]"
BR,Brasil,42,Santa Catarina,SC,4214102,Presidente Nereu,2279,0.737,"[2020, 2019, 2018, 2017, 2016]","[382, 390, 382, 376, 388]"
BR,Brasil,42,Santa Catarina,SC,4214151,Princesa,2950,0.706,"[2020, 2019, 2018, 2017, 2016]","[732, 704, 723, 675, 608]"
BR,Brasil,42,Santa Catarina,SC,4214201,Quilombo,9773,0.73,"[2020, 2019, 2018, 2017, 2016]","[3721, 3222, 3117, 3276, 3233]"
BR,Brasil,42,Santa Catarina,SC,4214300,Rancho Queimado,2897,0.753,"[2020, 2019, 2018, 2017, 2016]","[750, 763, 756, 676, 603]"
BR,Brasil,42,Santa Catarina,SC,4214409,Rio das Antas,6199,0.697,"[2020, 2019, 2018, 2017, 2016]","[1142, 1113, 1020, 1233, 1217]"
BR,Brasil,42,Santa Catarina,SC,4214607,Rio do Oeste,7552,0.754,"[2020, 2019, 2018, 2017, 2016]","[1721, 1737, 1694, 1651, 1706]"
BR,Brasil,42,Santa Catarina,SC,4214706,Rio dos Cedros,11937,0.729,"[2020, 2019, 2018, 2017, 2016]","[4227, 4011, 3770, 3663, 3461]"
BR,Brasil,42,Santa Catarina,SC,4214805,Rio do Sul,72931,0.802,"[2020, 2019, 2018, 2017, 2016]","[30747, 29622, 28766, 28789, 28312]"
BR,Brasil,42,Santa Catarina,SC,4214904,Rio Fortuna,4630,0.806,"[2020, 2019, 2018, 2017, 2016]","[1419, 1369, 1366, 1386, 1339]"
BR,Brasil,42,Santa Catarina,SC,4215000,Rio Negrinho,42684,0.738,"[2020, 2019, 2018, 2017, 2016]","[13932, 13822, 13147, 12848, 12905]"
BR,Brasil,42,Santa Catarina,SC,4215059,Rio Rufino,2484,0.653,"[2020, 2019, 2018, 2017, 2016]","[420, 423, 380, 375, 323]"
BR,Brasil,42,Santa Catarina,SC,4215075,Riqueza,4525,0.714,"[2020, 2019, 2018, 2017, 2016]","[856, 805, 774, 797, 748]"
BR,Brasil,42,Santa Catarina,SC,4215109,Rodeio,11647,0.754,"[2020, 2019, 2018, 2017, 2016]","[3439, 3632, 3556, 3616, 3771]"
BR,Brasil,42,Santa Catarina,SC,4215208,Romelândia,4584,0.692,"[2020, 2019, 2018, 2017, 2016]","[442, 417, 395, 484, 459]"
BR,Brasil,42,Santa Catarina,SC,4217907,Tangará,8648,0.737,"[2020, 2019, 2018, 2017, 2016]","[2398, 2408, 2267, 2359, 2283]"
BR,Brasil,42,Santa Catarina,SC,4215307,Salete,7674,0.744,"[2020, 2019, 2018, 2017, 2016]","[2394, 2486, 2539, 2439, 2352]"
BR,Brasil,42,Santa Catarina,SC,4215356,Saltinho,3727,0.654,"[2020, 2019, 2018, 2017, 2016]","[535, 521, 496, 510, 419]"
BR,Brasil,42,Santa Catarina,SC,4215406,Salto Veloso,4792,0.784,"[2020, 2019, 2018, 2017, 2016]","[1736, 1661, 1609, 1565, 1455]"
BR,Brasil,42,Santa Catarina,SC,4215455,Sangão,13128,0.7,"[2020, 2019, 2018, 2017, 2016]","[4406, 4273, 4217, 4057, 4229]"
BR,Brasil,42,Santa Catarina,SC,4215505,Santa Cecília,17004,0.698,"[2020, 2019, 2018, 2017, 2016]","[4955, 5010, 5218, 5091, 4917]"
BR,Brasil,42,Santa Catarina,SC,4215554,Santa Helena,2178,0.727,"[2020, 2019, 2018, 2017, 2016]","[582, 557, 541, 543, 531]"
BR,Brasil,42,Santa Catarina,SC,4215604,Santa Rosa de Lima,2151,0.757,"[2020, 2019, 2018, 2017, 2016]","[548, 529, 530, 487, 462]"
BR,Brasil,42,Santa Catarina,SC,4215653,Santa Rosa do Sul,8397,0.705,"[2020, 2019, 2018, 2017, 2016]","[1315, 1451, 1303, 1257, 1298]"
BR,Brasil,42,Santa Catarina,SC,4215679,Santa Terezinha,8760,0.669,"[2020, 2019, 2018, 2017, 2016]","[886, 856, 768, 775, 756]"
BR,Brasil,42,Santa Catarina,SC,4215687,Santa Terezinha do Progresso,2317,0.682,"[2020, 2019, 2018, 2017, 2016]","[315, 323, 318, 290, 316]"
BR,Brasil,42,Santa Catarina,SC,4215695,Santiago do Sul,1211,0.728,"[2020, 2019, 2018, 2017, 2016]","[315, 278, 269, 263, 273]"
BR,Brasil,42,Santa Catarina,SC,4215703,Santo Amaro da Imperatriz,23907,0.781,"[2020, 2019, 2018, 2017, 2016]","[7181, 7020, 6418, 5989, 6125]"
BR,Brasil,42,Santa Catarina,SC,4215752,São Bernardino,2239,0.677,"[2020, 2019, 2018, 2017, 2016]","[419, 455, 446, 436, 462]"
BR,Brasil,42,Santa Catarina,SC,4215802,São Bento do Sul,86317,0.782,"[2020, 2019, 2018, 2017, 2016]","[33671, 32265, 31506, 30795, 30820]"
BR,Brasil,42,Santa Catarina,SC,4215901,São Bonifácio,2791,0.731,"[2020, 2019, 2018, 2017, 2016]","[601, 594, 559, 538, 520]"
BR,Brasil,42,Santa Catarina,SC,4216008,São Carlos,11456,0.769,"[2020, 2019, 2018, 2017, 2016]","[2862, 2901, 2813, 2768, 2596]"
BR,Brasil,42,Santa Catarina,SC,4216057,São Cristóvão do Sul,5646,0.665,"[2020, 2019, 2018, 2017, 2016]","[1626, 1534, 1637, 1553, 1418]"
BR,Brasil,42,Santa Catarina,SC,4216107,São Domingos,9422,0.765,"[2020, 2019, 2018, 2017, 2016]","[1670, 1676, 1667, 1699, 1695]"
BR,Brasil,42,Santa Catarina,SC,4216206,São Francisco do Sul,54751,0.762,"[2020, 2019, 2018, 2017, 2016]","[13960, 13003, 12718, 12669, 12335]"
BR,Brasil,42,Santa Catarina,SC,4216255,São João do Oeste,6423,0.761,"[2020, 2019, 2018, 2017, 2016]","[1673, 1428, 1424, 1359, 1259]"
BR,Brasil,42,Santa Catarina,SC,4216305,São João Batista,39719,0.74,"[2020, 2019, 2018, 2017, 2016]","[9878, 10911, 10421, 10034, 9690]"
BR,Brasil,42,Santa Catarina,SC,4216354,São João do Itaperiú,3784,0.738,"[2020, 2019, 2018, 2017, 2016]","[1563, 1477, 1471, 1386, 1150]"
BR,Brasil,42,Santa Catarina,SC,4216404,São João do Sul,7332,0.695,"[2020, 2019, 2018, 2017, 2016]","[1218, 1276, 1235, 1302, 1237]"
BR,Brasil,42,Santa Catarina,SC,4216503,São Joaquim,27322,0.687,"[2020, 2019, 2018, 2017, 2016]","[5599, 5594, 5273, 5509, 5101]"
BR,Brasil,42,Santa Catarina,SC,4216602,São José,253705,0.809,"[2020, 2019, 2018, 2017, 2016]","[127913, 121144, 111716, 116855, 114307]"
BR,Brasil,42,Santa Catarina,SC,4216701,São José do Cedro,13811,0.731,"[2020, 2019, 2018, 2017, 2016]","[3584, 3642, 3766, 3560, 3552]"
BR,Brasil,42,Santa Catarina,SC,4216800,São José do Cerrito,8054,0.636,"[2020, 2019, 2018, 2017, 2016]","[943, 986, 966, 937, 979]"
BR,Brasil,42,Santa Catarina,SC,4216909,São Lourenço do Oeste,24501,0.749,"[2020, 2019, 2018, 2017, 2016]","[11450, 11544, 10340, 9729, 9554]"
BR,Brasil,42,Santa Catarina,SC,4217006,São Ludgero,13886,0.755,"[2020, 2019, 2018, 2017, 2016]","[5772, 5592, 5280, 5114, 4964]"
BR,Brasil,42,Santa Catarina,SC,4217956,Tigrinhos,1606,0.717,"[2020, 2019, 2018, 2017, 2016]","[307, 232, 215, 190, 168]"
BR,Brasil,42,Santa Catarina,SC,4217105,São Martinho,3162,0.742,"[2020, 2019, 2018, 2017, 2016]","[942, 934, 911, 928, 872]"
BR,Brasil,42,Santa Catarina,SC,4217154,São Miguel da Boa Vista,1794,0.71,"[2020, 2019, 2018, 2017, 2016]","[163, 162, 155, 163, 153]"
BR,Brasil,42,Santa Catarina,SC,4217204,São Miguel do Oeste,41246,0.801,"[2020, 2019, 2018, 2017, 2016]","[17160, 16356, 15836, 15188, 14687]"
BR,Brasil,42,Santa Catarina,SC,4217253,São Pedro de Alcântara,6046,0.734,"[2020, 2019, 2018, 2017, 2016]","[576, 554, 562, 593, 601]"
BR,Brasil,42,Santa Catarina,SC,4217303,Saudades,9874,0.755,"[2020, 2019, 2018, 2017, 2016]","[3491, 3359, 3188, 3138, 3119]"
BR,Brasil,42,Santa Catarina,SC,4217402,Schroeder,22605,0.769,"[2020, 2019, 2018, 2017, 2016]","[5170, 4867, 4696, 4846, 4645]"
BR,Brasil,42,Santa Catarina,SC,4217501,Seara,17610,0.779,"[2020, 2019, 2018, 2017, 2016]","[9003, 7800, 7510, 7368, 7198]"
BR,Brasil,42,Santa Catarina,SC,4217550,Serra Alta,3249,0.773,"[2020, 2019, 2018, 2017, 2016]","[1020, 1136, 1094, 1197, 1185]"
BR,Brasil,42,Santa Catarina,SC,4217600,Siderópolis,14176,0.774,"[2020, 2019, 2018, 2017, 2016]","[4212, 4073, 3848, 3737, 3904]"
BR,Brasil,42,Santa Catarina,SC,4217709,Sombrio,31084,0.728,"[2020, 2019, 2018, 2017, 2016]","[8167, 8590, 8248, 8309, 8330]"
BR,Brasil,42,Santa Catarina,SC,4217758,Sul Brasil,2386,0.707,"[2020, 2019, 2018, 2017, 2016]","[371, 378, 360, 388, 388]"
BR,Brasil,42,Santa Catarina,SC,4218004,Tijucas,39889,0.76,"[2020, 2019, 2018, 2017, 2016]","[16717, 15723, 14686, 13786, 13151]"
BR,Brasil,42,Santa Catarina,SC,4218103,Timbé do Sul,5338,0.72,"[2020, 2019, 2018, 2017, 2016]","[881, 965, 924, 882, 815]"
BR,Brasil,42,Santa Catarina,SC,4218202,Timbó,45703,0.784,"[2020, 2019, 2018, 2017, 2016]","[22117, 21207, 19915, 20099, 18727]"
BR,Brasil,42,Santa Catarina,SC,4218251,Timbó Grande,8003,0.659,"[2020, 2019, 2018, 2017, 2016]","[1429, 1467, 1486, 1568, 1437]"
BR,Brasil,42,Santa Catarina,SC,4218301,Três Barras,19455,0.706,"[2020, 2019, 2018, 2017, 2016]","[5889, 5864, 5731, 5481, 5306]"
BR,Brasil,42,Santa Catarina,SC,4219309,Videira,54145,0.764,"[2020, 2019, 2018, 2017, 2016]","[24240, 24285, 22495, 21497, 21817]"
BR,Brasil,42,Santa Catarina,SC,4218350,Treviso,4002,0.774,"[2020, 2019, 2018, 2017, 2016]","[1766, 1791, 1801, 1887, 1717]"
BR,Brasil,42,Santa Catarina,SC,4218400,Treze de Maio,7104,0.729,"[2020, 2019, 2018, 2017, 2016]","[2283, 2244, 2211, 2216, 2213]"
BR,Brasil,42,Santa Catarina,SC,4218509,Treze Tílias,8138,0.795,"[2020, 2019, 2018, 2017, 2016]","[4531, 4259, 4014, 3712, 3648]"
BR,Brasil,42,Santa Catarina,SC,4218608,Trombudo Central,7506,0.775,"[2020, 2019, 2018, 2017, 2016]","[2687, 2583, 2349, 2312, 2387]"
BR,Brasil,42,Santa Catarina,SC,4218707,Tubarão,107143,0.796,"[2020, 2019, 2018, 2017, 2016]","[44162, 45226, 43163, 42757, 42987]"
BR,Brasil,43,Rio Grande do Sul,RS,4301651,Barão,6232,0.748,"[2020, 2019, 2018, 2017, 2016]","[2157, 2159, 2027, 1913, 1971]"
BR,Brasil,42,Santa Catarina,SC,4218756,Tunápolis,4507,0.752,"[2020, 2019, 2018, 2017, 2016]","[938, 923, 922, 855, 844]"
BR,Brasil,42,Santa Catarina,SC,4218806,Turvo,13080,0.74,"[2020, 2019, 2018, 2017, 2016]","[5015, 4993, 5111, 5289, 5308]"
BR,Brasil,42,Santa Catarina,SC,4218855,União do Oeste,2364,0.705,"[2020, 2019, 2018, 2017, 2016]","[345, 334, 348, 327, 335]"
BR,Brasil,42,Santa Catarina,SC,4218905,Urubici,11311,0.694,"[2020, 2019, 2018, 2017, 2016]","[2140, 2094, 1971, 1959, 1876]"
BR,Brasil,42,Santa Catarina,SC,4218954,Urupema,2453,0.699,"[2020, 2019, 2018, 2017, 2016]","[466, 448, 442, 547, 445]"
BR,Brasil,42,Santa Catarina,SC,4219002,Urussanga,21419,0.772,"[2020, 2019, 2018, 2017, 2016]","[8005, 7227, 7186, 6918, 7149]"
BR,Brasil,42,Santa Catarina,SC,4219101,Vargeão,3569,0.686,"[2020, 2019, 2018, 2017, 2016]","[1165, 1156, 1086, 1056, 1009]"
BR,Brasil,42,Santa Catarina,SC,4219150,Vargem,2387,0.629,"[2020, 2019, 2018, 2017, 2016]","[406, 402, 386, 385, 400]"
BR,Brasil,42,Santa Catarina,SC,4219176,Vargem Bonita,4411,0.718,"[2020, 2019, 2018, 2017, 2016]","[1862, 1798, 1836, 1859, 1799]"
BR,Brasil,42,Santa Catarina,SC,4219200,Vidal Ramos,6321,0.7,"[2020, 2019, 2018, 2017, 2016]","[1274, 1272, 1306, 1379, 1277]"
BR,Brasil,42,Santa Catarina,SC,4219358,Vitor Meireles,4907,0.673,"[2020, 2019, 2018, 2017, 2016]","[1173, 1178, 1121, 1175, 1179]"
BR,Brasil,42,Santa Catarina,SC,4219408,Witmarsum,4032,0.71,"[2020, 2019, 2018, 2017, 2016]","[1535, 1413, 1470, 1452, 1480]"
BR,Brasil,42,Santa Catarina,SC,4219507,Xanxerê,52290,0.775,"[2020, 2019, 2018, 2017, 2016]","[16990, 16566, 16328, 16297, 16252]"
BR,Brasil,42,Santa Catarina,SC,4219606,Xavantina,3873,0.749,"[2020, 2019, 2018, 2017, 2016]","[477, 499, 486, 492, 528]"
BR,Brasil,42,Santa Catarina,SC,4219705,Xaxim,29254,0.752,"[2020, 2019, 2018, 2017, 2016]","[12491, 11624, 11539, 10894, 10488]"
BR,Brasil,42,Santa Catarina,SC,4219853,Zortéa,3432,0.761,"[2020, 2019, 2018, 2017, 2016]","[345, 389, 370, 339, 291]"
BR,Brasil,42,Santa Catarina,SC,4220000,Balneário Rincão,13129,,"[2020, 2019, 2018, 2017, 2016]","[2202, 2016, 1873, 1782, 1775]"
BR,Brasil,43,Rio Grande do Sul,RS,4300034,Aceguá,4981,0.687,"[2020, 2019, 2018, 2017, 2016]","[1070, 1119, 1035, 1076, 953]"
BR,Brasil,43,Rio Grande do Sul,RS,4300059,Água Santa,3738,0.75,"[2020, 2019, 2018, 2017, 2016]","[696, 704, 830, 688, 685]"
BR,Brasil,43,Rio Grande do Sul,RS,4300109,Agudo,16344,0.694,"[2020, 2019, 2018, 2017, 2016]","[2858, 2980, 2987, 3186, 3155]"
BR,Brasil,43,Rio Grande do Sul,RS,4300208,Ajuricaba,6951,0.753,"[2020, 2019, 2018, 2017, 2016]","[1420, 1414, 1414, 1399, 1391]"
BR,Brasil,43,Rio Grande do Sul,RS,4300307,Alecrim,5710,0.672,"[2020, 2019, 2018, 2017, 2016]","[653, 655, 669, 692, 669]"
BR,Brasil,43,Rio Grande do Sul,RS,4300406,Alegrete,72493,0.74,"[2020, 2019, 2018, 2017, 2016]","[12674, 13089, 13430, 13807, 12841]"
BR,Brasil,43,Rio Grande do Sul,RS,4300455,Alegria,3287,0.695,"[2020, 2019, 2018, 2017, 2016]","[470, 512, 466, 484, 456]"
BR,Brasil,43,Rio Grande do Sul,RS,4300471,Almirante Tamandaré do Sul,1935,0.74,"[2020, 2019, 2018, 2017, 2016]","[559, 521, 635, 481, 451]"
BR,Brasil,43,Rio Grande do Sul,RS,4300505,Alpestre,5885,0.671,"[2020, 2019, 2018, 2017, 2016]","[943, 996, 979, 984, 870]"
BR,Brasil,43,Rio Grande do Sul,RS,4301925,Barra do Rio Azul,1621,0.723,"[2020, 2019, 2018, 2017, 2016]","[221, 209, 213, 220, 216]"
BR,Brasil,43,Rio Grande do Sul,RS,4300554,Alto Alegre,1590,0.747,"[2020, 2019, 2018, 2017, 2016]","[320, 351, 527, 504, 450]"
BR,Brasil,43,Rio Grande do Sul,RS,4300570,Alto Feliz,3043,0.734,"[2020, 2019, 2018, 2017, 2016]","[942, 905, 860, 854, 725]"
BR,Brasil,43,Rio Grande do Sul,RS,4300604,Alvorada,212352,0.699,"[2020, 2019, 2018, 2017, 2016]","[19563, 20380, 20951, 20998, 22030]"
BR,Brasil,43,Rio Grande do Sul,RS,4300638,Amaral Ferrador,7136,0.624,"[2020, 2019, 2018, 2017, 2016]","[501, 546, 525, 471, 409]"
BR,Brasil,43,Rio Grande do Sul,RS,4300646,Ametista do Sul,7396,0.682,"[2020, 2019, 2018, 2017, 2016]","[1191, 1517, 1392, 1326, 1236]"
BR,Brasil,43,Rio Grande do Sul,RS,4300661,André da Rocha,1351,0.72,"[2020, 2019, 2018, 2017, 2016]","[333, 319, 314, 328, 275]"
BR,Brasil,43,Rio Grande do Sul,RS,4300703,Anta Gorda,5941,0.74,"[2020, 2019, 2018, 2017, 2016]","[1590, 1787, 1812, 1776, 1716]"
BR,Brasil,43,Rio Grande do Sul,RS,4300802,Antônio Prado,13041,0.758,"[2020, 2019, 2018, 2017, 2016]","[4910, 4922, 4758, 4792, 4660]"
BR,Brasil,43,Rio Grande do Sul,RS,4300851,Arambaré,3544,0.691,"[2020, 2019, 2018, 2017, 2016]","[560, 588, 548, 563, 459]"
