country_code,country_name,state_code,state_name,state_abbreviation,municipality_code,municipality_name,population_size,hdi,years,employability_rate
BR,Brasil,26,Pernambuco,PE,2610509,Passira,28856,0.592,"[2020, 2019, 2018, 2017, 2016]","[1487, 1514, 1769, 1480, 1726]"
BR,Brasil,26,Pernambuco,PE,2610608,Paudalho,57346,0.639,"[2020, 2019, 2018, 2017, 2016]","[5102, 4268, 4439, 4762, 5070]"
BR,Brasil,26,Pernambuco,PE,2610707,Paulista,336919,0.732,"[2020, 2019, 2018, 2017, 2016]","[41254, 38286, 35441, 35411, 34763]"
BR,Brasil,26,Pernambuco,PE,2610806,Pedra,22716,0.567,"[2020, 2019, 2018, 2017, 2016]","[907, 922, 971, 1302, 1236]"
BR,Brasil,26,Pernambuco,PE,2610905,Pesqueira,68067,0.61,"[2020, 2019, 2018, 2017, 2016]","[5795, 6310, 5869, 5897, 5532]"
BR,Brasil,26,Pernambuco,PE,2611002,Petrolândia,37246,0.623,"[2020, 2019, 2018, 2017, 2016]","[4754, 4810, 4657, 4420, 4423]"
BR,Brasil,26,Pernambuco,PE,2611101,Petrolina,359372,0.697,"[2020, 2019, 2018, 2017, 2016]","[70500, 70706, 68972, 65982, 65741]"
BR,Brasil,26,Pernambuco,PE,2611200,Poção,11308,0.528,"[2020, 2019, 2018, 2017, 2016]","[831, 860, 962, 832, 777]"
BR,Brasil,26,Pernambuco,PE,2611309,Pombos,27204,0.598,"[2020, 2019, 2018, 2017, 2016]","[3088, 3076, 2788, 2618, 2122]"
BR,Brasil,26,Pernambuco,PE,2611408,Primavera,15231,0.58,"[2020, 2019, 2018, 2017, 2016]","[4188, 4099, 913, 1003, 811]"
BR,Brasil,26,Pernambuco,PE,2611507,Quipapá,26309,0.552,"[2020, 2019, 2018, 2017, 2016]","[1221, 1268, 1367, 1326, 1526]"
BR,Brasil,26,Pernambuco,PE,2611533,Quixaba,6796,0.577,"[2020, 2019, 2018, 2017, 2016]","[423, 435, 393, 418, 408]"
BR,Brasil,26,Pernambuco,PE,2611606,Recife,1661017,0.772,"[2020, 2019, 2018, 2017, 2016]","[686691, 718741, 705172, 717517, 727807]"
BR,Brasil,26,Pernambuco,PE,2611705,Riacho das Almas,20744,0.57,"[2020, 2019, 2018, 2017, 2016]","[1381, 1573, 1493, 1462, 1270]"
BR,Brasil,26,Pernambuco,PE,2611804,Ribeirão,47813,0.602,"[2020, 2019, 2018, 2017, 2016]","[2907, 3694, 3862, 3939, 3264]"
BR,Brasil,26,Pernambuco,PE,2611903,Rio Formoso,23719,0.613,"[2020, 2019, 2018, 2017, 2016]","[7174, 7180, 7761, 8371, 7638]"
BR,Brasil,26,Pernambuco,PE,2612000,Sairé,9600,0.585,"[2020, 2019, 2018, 2017, 2016]","[1045, 1115, 1136, 1048, 909]"
BR,Brasil,26,Pernambuco,PE,2612109,Salgadinho,11214,0.534,"[2020, 2019, 2018, 2017, 2016]","[564, 574, 560, 550, 457]"
BR,Brasil,26,Pernambuco,PE,2612208,Salgueiro,61561,0.669,"[2020, 2019, 2018, 2017, 2016]","[7567, 8495, 7646, 7283, 7079]"
BR,Brasil,26,Pernambuco,PE,2612307,Saloá,15880,0.559,"[2020, 2019, 2018, 2017, 2016]","[916, 1238, 713, 838, 1251]"
BR,Brasil,26,Pernambuco,PE,2612406,Sanharó,27308,0.603,"[2020, 2019, 2018, 2017, 2016]","[1312, 1388, 1354, 1416, 1181]"
BR,Brasil,26,Pernambuco,PE,2612455,Santa Cruz,15713,0.549,"[2020, 2019, 2018, 2017, 2016]","[967, 738, 705, 727, 909]"
BR,Brasil,26,Pernambuco,PE,2612471,Santa Cruz da Baixa Verde,12708,0.612,"[2020, 2019, 2018, 2017, 2016]","[665, 926, 1017, 950, 663]"
BR,Brasil,26,Pernambuco,PE,2612505,Santa Cruz do Capibaribe,111812,0.648,"[2020, 2019, 2018, 2017, 2016]","[16730, 16945, 15848, 15389, 14925]"
BR,Brasil,26,Pernambuco,PE,2612554,Santa Filomena,14645,0.533,"[2020, 2019, 2018, 2017, 2016]","[855, 821, 794, 794, 474]"
BR,Brasil,43,Rio Grande do Sul,RS,4303103,Cachoeirinha,132144,0.757,"[2020, 2019, 2018, 2017, 2016]","[42222, 44948, 43943, 46326, 46703]"
BR,Brasil,26,Pernambuco,PE,2612604,Santa Maria da Boa Vista,42266,0.59,"[2020, 2019, 2018, 2017, 2016]","[2545, 3030, 2391, 2280, 2351]"
BR,Brasil,26,Pernambuco,PE,2612703,Santa Maria do Cambucá,14308,0.548,"[2020, 2019, 2018, 2017, 2016]","[841, 761, 775, 755, 755]"
BR,Brasil,26,Pernambuco,PE,2612802,Santa Terezinha,11914,0.593,"[2020, 2019, 2018, 2017, 2016]","[787, 887, 900, 837, 710]"
BR,Brasil,26,Pernambuco,PE,2612901,São Benedito do Sul,16239,0.53,"[2020, 2019, 2018, 2017, 2016]","[872, 839, 820, 831, 820]"
BR,Brasil,26,Pernambuco,PE,2613008,São Bento do Una,60567,0.593,"[2020, 2019, 2018, 2017, 2016]","[5128, 4947, 4896, 4347, 3910]"
BR,Brasil,26,Pernambuco,PE,2613107,São Caitano,37488,0.591,"[2020, 2019, 2018, 2017, 2016]","[3546, 3294, 3252, 3466, 3217]"
BR,Brasil,26,Pernambuco,PE,2613206,São João,23002,0.57,"[2020, 2019, 2018, 2017, 2016]","[1405, 1587, 1430, 1334, 1094]"
BR,Brasil,26,Pernambuco,PE,2613305,São Joaquim do Monte,21439,0.537,"[2020, 2019, 2018, 2017, 2016]","[1116, 1075, 965, 1014, 906]"
BR,Brasil,26,Pernambuco,PE,2613404,São José da Coroa Grande,21868,0.608,"[2020, 2019, 2018, 2017, 2016]","[1831, 1944, 1782, 1585, 1329]"
BR,Brasil,26,Pernambuco,PE,2613503,São José do Belmonte,34082,0.61,"[2020, 2019, 2018, 2017, 2016]","[2956, 2788, 2662, 2365, 2550]"
BR,Brasil,26,Pernambuco,PE,2613602,São José do Egito,34210,0.635,"[2020, 2019, 2018, 2017, 2016]","[2837, 3393, 3019, 2840, 2353]"
BR,Brasil,26,Pernambuco,PE,2613701,São Lourenço da Mata,114910,0.653,"[2020, 2019, 2018, 2017, 2016]","[10608, 11051, 10895, 9874, 10607]"
BR,Brasil,26,Pernambuco,PE,2613800,São Vicente Férrer,18150,0.549,"[2020, 2019, 2018, 2017, 2016]","[1255, 1275, 1200, 1159, 1125]"
BR,Brasil,26,Pernambuco,PE,2613909,Serra Talhada,87467,0.661,"[2020, 2019, 2018, 2017, 2016]","[13361, 12875, 12121, 12444, 12404]"
BR,Brasil,26,Pernambuco,PE,2614006,Serrita,19226,0.595,"[2020, 2019, 2018, 2017, 2016]","[1286, 1398, 1034, 1260, 1300]"
BR,Brasil,26,Pernambuco,PE,2614105,Sertânia,36189,0.613,"[2020, 2019, 2018, 2017, 2016]","[2223, 4796, 4558, 2323, 2188]"
BR,Brasil,26,Pernambuco,PE,2614204,Sirinhaém,46845,0.597,"[2020, 2019, 2018, 2017, 2016]","[7659, 8852, 8768, 8367, 7955]"
BR,Brasil,26,Pernambuco,PE,2614303,Moreilândia,11269,0.6,"[2020, 2019, 2018, 2017, 2016]","[717, 780, 808, 746, 703]"
BR,Brasil,26,Pernambuco,PE,2614402,Solidão,6034,0.585,"[2020, 2019, 2018, 2017, 2016]","[409, 391, 441, 386, 371]"
BR,Brasil,26,Pernambuco,PE,2614501,Surubim,66192,0.635,"[2020, 2019, 2018, 2017, 2016]","[7503, 7410, 7055, 7305, 6947]"
BR,Brasil,26,Pernambuco,PE,2614600,Tabira,28860,0.605,"[2020, 2019, 2018, 2017, 2016]","[2276, 2348, 2230, 2163, 2122]"
BR,Brasil,26,Pernambuco,PE,2614709,Tacaimbó,12843,0.554,"[2020, 2019, 2018, 2017, 2016]","[895, 1026, 891, 1100, 954]"
BR,Brasil,26,Pernambuco,PE,2614808,Tacaratu,26439,0.573,"[2020, 2019, 2018, 2017, 2016]","[1299, 1424, 1412, 1444, 1495]"
BR,Brasil,26,Pernambuco,PE,2614857,Tamandaré,23852,0.593,"[2020, 2019, 2018, 2017, 2016]","[3501, 3476, 3536, 3597, 3034]"
BR,Brasil,26,Pernambuco,PE,2615003,Taquaritinga do Norte,29472,0.641,"[2020, 2019, 2018, 2017, 2016]","[2460, 2799, 2327, 2704, 2053]"
BR,Brasil,26,Pernambuco,PE,2615102,Terezinha,7227,0.545,"[2020, 2019, 2018, 2017, 2016]","[437, 598, 357, 389, 388]"
BR,Brasil,26,Pernambuco,PE,2615805,Tupanatinga,27793,0.519,"[2020, 2019, 2018, 2017, 2016]","[1377, 1525, 1722, 1685, 1376]"
BR,Brasil,26,Pernambuco,PE,2615201,Terra Nova,10314,0.599,"[2020, 2019, 2018, 2017, 2016]","[462, 595, 556, 572, 515]"
BR,Brasil,26,Pernambuco,PE,2615300,Timbaúba,52587,0.618,"[2020, 2019, 2018, 2017, 2016]","[7984, 7625, 7345, 7090, 5869]"
BR,Brasil,26,Pernambuco,PE,2615409,Toritama,47088,0.618,"[2020, 2019, 2018, 2017, 2016]","[6881, 7099, 6733, 7458, 6987]"
BR,Brasil,26,Pernambuco,PE,2615508,Tracunhaém,13856,0.605,"[2020, 2019, 2018, 2017, 2016]","[867, 811, 806, 793, 576]"
BR,Brasil,26,Pernambuco,PE,2615607,Trindade,31103,0.595,"[2020, 2019, 2018, 2017, 2016]","[2728, 2692, 2666, 2720, 2881]"
BR,Brasil,26,Pernambuco,PE,2615706,Triunfo,15232,0.67,"[2020, 2019, 2018, 2017, 2016]","[1377, 1833, 1922, 1876, 1258]"
BR,Brasil,26,Pernambuco,PE,2615904,Tuparetama,8266,0.634,"[2020, 2019, 2018, 2017, 2016]","[704, 718, 716, 520, 696]"
BR,Brasil,26,Pernambuco,PE,2616001,Venturosa,18835,0.592,"[2020, 2019, 2018, 2017, 2016]","[1134, 1085, 1090, 1089, 1031]"
BR,Brasil,26,Pernambuco,PE,2616100,Verdejante,9572,0.605,"[2020, 2019, 2018, 2017, 2016]","[740, 628, 622, 497, 440]"
BR,Brasil,26,Pernambuco,PE,2616183,Vertente do Lério,7526,0.563,"[2020, 2019, 2018, 2017, 2016]","[743, 701, 664, 630, 657]"
BR,Brasil,26,Pernambuco,PE,2616209,Vertentes,21172,0.582,"[2020, 2019, 2018, 2017, 2016]","[1312, 1287, 1341, 1347, 1349]"
BR,Brasil,26,Pernambuco,PE,2616308,Vicência,32897,0.605,"[2020, 2019, 2018, 2017, 2016]","[4389, 4102, 4462, 3185, 4300]"
BR,Brasil,26,Pernambuco,PE,2616407,Vitória de Santo Antão,140389,0.64,"[2020, 2019, 2018, 2017, 2016]","[24636, 25787, 25750, 24172, 23366]"
BR,Brasil,26,Pernambuco,PE,2616506,Xexéu,14789,0.552,"[2020, 2019, 2018, 2017, 2016]","[823, 854, 829, 875, 679]"
BR,Brasil,27,Alagoas,AL,2700102,Água Branca,20263,0.549,"[2020, 2019, 2018, 2017, 2016]","[1451, 1367, 1392, 1420, 1112]"
BR,Brasil,27,Alagoas,AL,2700201,Anadia,17507,0.568,"[2020, 2019, 2018, 2017, 2016]","[1418, 1291, 1525, 1295, 1179]"
BR,Brasil,27,Alagoas,AL,2700300,Arapiraca,234309,0.649,"[2020, 2019, 2018, 2017, 2016]","[40882, 40850, 41686, 40540, 40924]"
BR,Brasil,27,Alagoas,AL,2700409,Atalaia,47540,0.561,"[2020, 2019, 2018, 2017, 2016]","[4269, 4514, 5187, 4985, 4976]"
BR,Brasil,27,Alagoas,AL,2700508,Barra de Santo Antônio,16201,0.557,"[2020, 2019, 2018, 2017, 2016]","[1113, 1157, 1189, 994, 981]"
BR,Brasil,27,Alagoas,AL,2700607,Barra de São Miguel,8434,0.615,"[2020, 2019, 2018, 2017, 2016]","[1748, 2117, 2287, 2142, 1901]"
BR,Brasil,27,Alagoas,AL,2700706,Batalha,18440,0.594,"[2020, 2019, 2018, 2017, 2016]","[1432, 1511, 1540, 1543, 1675]"
BR,Brasil,27,Alagoas,AL,2700805,Belém,4226,0.593,"[2020, 2019, 2018, 2017, 2016]","[670, 582, 664, 556, 492]"
BR,Brasil,27,Alagoas,AL,2700904,Belo Monte,6717,0.517,"[2020, 2019, 2018, 2017, 2016]","[369, 346, 351, 305, 371]"
BR,Brasil,27,Alagoas,AL,2704906,Mar Vermelho,3474,0.577,"[2020, 2019, 2018, 2017, 2016]","[326, 329, 318, 333, 337]"
BR,Brasil,27,Alagoas,AL,2701001,Boca da Mata,27429,0.604,"[2020, 2019, 2018, 2017, 2016]","[2232, 2205, 2199, 2403, 2834]"
BR,Brasil,27,Alagoas,AL,2701100,Branquinha,10426,0.513,"[2020, 2019, 2018, 2017, 2016]","[499, 536, 564, 614, 555]"
BR,Brasil,27,Alagoas,AL,2701209,Cacimbinhas,10920,0.531,"[2020, 2019, 2018, 2017, 2016]","[884, 940, 1420, 779, 598]"
BR,Brasil,27,Alagoas,AL,2701308,Cajueiro,21397,0.562,"[2020, 2019, 2018, 2017, 2016]","[1668, 1426, 1344, 1354, 2342]"
BR,Brasil,27,Alagoas,AL,2701357,Campestre,6972,0.559,"[2020, 2019, 2018, 2017, 2016]","[588, 600, 582, 580, 567]"
BR,Brasil,27,Alagoas,AL,2701407,Campo Alegre,57997,0.57,"[2020, 2019, 2018, 2017, 2016]","[5517, 5868, 5397, 5070, 4452]"
BR,Brasil,27,Alagoas,AL,2701506,Campo Grande,9576,0.524,"[2020, 2019, 2018, 2017, 2016]","[583, 617, 646, 661, 677]"
BR,Brasil,27,Alagoas,AL,2701605,Canapi,17715,0.506,"[2020, 2019, 2018, 2017, 2016]","[690, 676, 666, 658, 864]"
BR,Brasil,27,Alagoas,AL,2701704,Capela,16907,0.573,"[2020, 2019, 2018, 2017, 2016]","[1682, 1635, 1230, 1294, 1274]"
BR,Brasil,27,Alagoas,AL,2701803,Carneiros,9568,0.526,"[2020, 2019, 2018, 2017, 2016]","[488, 451, 455, 477, 482]"
BR,Brasil,27,Alagoas,AL,2701902,Chã Preta,7311,0.575,"[2020, 2019, 2018, 2017, 2016]","[412, 460, 463, 414, 428]"
BR,Brasil,27,Alagoas,AL,2702009,Coité do Nóia,10594,0.533,"[2020, 2019, 2018, 2017, 2016]","[528, 576, 553, 571, 577]"
BR,Brasil,27,Alagoas,AL,2702108,Colônia Leopoldina,21935,0.517,"[2020, 2019, 2018, 2017, 2016]","[2168, 2506, 2126, 2159, 1965]"
BR,Brasil,27,Alagoas,AL,2702207,Coqueiro Seco,5882,0.586,"[2020, 2019, 2018, 2017, 2016]","[654, 651, 614, 619, 396]"
BR,Brasil,27,Alagoas,AL,2702306,Coruripe,57647,0.626,"[2020, 2019, 2018, 2017, 2016]","[12251, 12211, 11980, 11642, 12067]"
BR,Brasil,27,Alagoas,AL,2702355,Craíbas,24396,0.525,"[2020, 2019, 2018, 2017, 2016]","[2504, 2199, 2195, 1410, 1118]"
BR,Brasil,27,Alagoas,AL,2702405,Delmiro Gouveia,52501,0.612,"[2020, 2019, 2018, 2017, 2016]","[5369, 5666, 5597, 4909, 4772]"
BR,Brasil,27,Alagoas,AL,2702504,Dois Riachos,11059,0.532,"[2020, 2019, 2018, 2017, 2016]","[545, 520, 521, 573, 610]"
BR,Brasil,27,Alagoas,AL,2702553,Estrela de Alagoas,18304,0.534,"[2020, 2019, 2018, 2017, 2016]","[847, 856, 760, 788, 813]"
BR,Brasil,27,Alagoas,AL,2702603,Feira Grande,22192,0.533,"[2020, 2019, 2018, 2017, 2016]","[882, 910, 980, 958, 874]"
BR,Brasil,27,Alagoas,AL,2702702,Feliz Deserto,4803,0.565,"[2020, 2019, 2018, 2017, 2016]","[398, 499, 654, 600, 526]"
BR,Brasil,27,Alagoas,AL,2702801,Flexeiras,12823,0.527,"[2020, 2019, 2018, 2017, 2016]","[1067, 1063, 1096, 1049, 1030]"
BR,Brasil,27,Alagoas,AL,2702900,Girau do Ponciano,41549,0.536,"[2020, 2019, 2018, 2017, 2016]","[1321, 1230, 1178, 1498, 1227]"
BR,Brasil,27,Alagoas,AL,2703007,Ibateguara,15637,0.518,"[2020, 2019, 2018, 2017, 2016]","[762, 755, 764, 845, 832]"
BR,Brasil,27,Alagoas,AL,2703106,Igaci,25596,0.564,"[2020, 2019, 2018, 2017, 2016]","[1332, 1333, 1316, 1304, 1348]"
BR,Brasil,27,Alagoas,AL,2703205,Igreja Nova,24670,0.568,"[2020, 2019, 2018, 2017, 2016]","[3323, 3646, 3735, 3850, 4073]"
BR,Brasil,27,Alagoas,AL,2703304,Inhapi,18398,0.484,"[2020, 2019, 2018, 2017, 2016]","[774, 802, 784, 817, 935]"
BR,Brasil,27,Alagoas,AL,2703403,Jacaré dos Homens,5185,0.583,"[2020, 2019, 2018, 2017, 2016]","[258, 267, 270, 294, 280]"
BR,Brasil,27,Alagoas,AL,2703502,Jacuípe,6992,0.548,"[2020, 2019, 2018, 2017, 2016]","[469, 476, 624, 643, 511]"
BR,Brasil,27,Alagoas,AL,2703601,Japaratinga,8444,0.57,"[2020, 2019, 2018, 2017, 2016]","[1178, 1145, 881, 910, 976]"
BR,Brasil,27,Alagoas,AL,2703700,Jaramataia,5751,0.552,"[2020, 2019, 2018, 2017, 2016]","[573, 557, 563, 548, 419]"
BR,Brasil,27,Alagoas,AL,2705705,Olho d'Água das Flores,21690,0.565,"[2020, 2019, 2018, 2017, 2016]","[2365, 2317, 2260, 2105, 2001]"
BR,Brasil,27,Alagoas,AL,2703759,Jequiá da Praia,11495,0.556,"[2020, 2019, 2018, 2017, 2016]","[953, 1078, 1164, 1323, 1802]"
BR,Brasil,27,Alagoas,AL,2703809,Joaquim Gomes,24167,0.531,"[2020, 2019, 2018, 2017, 2016]","[1140, 1612, 1615, 1578, 1371]"
BR,Brasil,27,Alagoas,AL,2703908,Jundiá,4119,0.562,"[2020, 2019, 2018, 2017, 2016]","[330, 448, 462, 478, 475]"
BR,Brasil,27,Alagoas,AL,2704005,Junqueiro,24716,0.575,"[2020, 2019, 2018, 2017, 2016]","[1895, 2731, 2644, 2328, 1872]"
BR,Brasil,27,Alagoas,AL,2704104,Lagoa da Canoa,17692,0.552,"[2020, 2019, 2018, 2017, 2016]","[1194, 900, 992, 982, 992]"
BR,Brasil,27,Alagoas,AL,2704203,Limoeiro de Anadia,28904,0.58,"[2020, 2019, 2018, 2017, 2016]","[2353, 1996, 1987, 1967, 1960]"
BR,Brasil,27,Alagoas,AL,2704302,Maceió,1031597,0.721,"[2020, 2019, 2018, 2017, 2016]","[278233, 273026, 267119, 272064, 273817]"
BR,Brasil,27,Alagoas,AL,2704401,Major Isidoro,19923,0.566,"[2020, 2019, 2018, 2017, 2016]","[1130, 1219, 1093, 1266, 1172]"
BR,Brasil,27,Alagoas,AL,2704500,Maragogi,33351,0.574,"[2020, 2019, 2018, 2017, 2016]","[5076, 5248, 5262, 4935, 4436]"
BR,Brasil,27,Alagoas,AL,2704609,Maravilha,8850,0.569,"[2020, 2019, 2018, 2017, 2016]","[351, 348, 363, 373, 400]"
BR,Brasil,27,Alagoas,AL,2704708,Marechal Deodoro,52848,0.642,"[2020, 2019, 2018, 2017, 2016]","[12176, 11598, 11008, 9978, 9367]"
BR,Brasil,27,Alagoas,AL,2704807,Maribondo,13123,0.597,"[2020, 2019, 2018, 2017, 2016]","[982, 1133, 998, 982, 1026]"
BR,Brasil,27,Alagoas,AL,2705002,Mata Grande,25200,0.504,"[2020, 2019, 2018, 2017, 2016]","[949, 957, 860, 899, 952]"
BR,Brasil,27,Alagoas,AL,2705101,Matriz de Camaragibe,24627,0.584,"[2020, 2019, 2018, 2017, 2016]","[3799, 3983, 4667, 4508, 4819]"
BR,Brasil,27,Alagoas,AL,2705200,Messias,18201,0.568,"[2020, 2019, 2018, 2017, 2016]","[1401, 1445, 1436, 1370, 1294]"
BR,Brasil,27,Alagoas,AL,2705309,Minador do Negrão,5315,0.563,"[2020, 2019, 2018, 2017, 2016]","[377, 423, 428, 404, 372]"
BR,Brasil,27,Alagoas,AL,2705408,Monteirópolis,7171,0.539,"[2020, 2019, 2018, 2017, 2016]","[548, 519, 521, 493, 480]"
BR,Brasil,27,Alagoas,AL,2705507,Murici,28428,0.527,"[2020, 2019, 2018, 2017, 2016]","[2827, 2860, 2781, 2721, 2665]"
BR,Brasil,27,Alagoas,AL,2705606,Novo Lino,12837,0.521,"[2020, 2019, 2018, 2017, 2016]","[956, 991, 987, 985, 995]"
BR,Brasil,27,Alagoas,AL,2705804,Olho d'Água do Casado,9507,0.525,"[2020, 2019, 2018, 2017, 2016]","[737, 690, 667, 598, 573]"
BR,Brasil,27,Alagoas,AL,2705903,Olho d'Água Grande,5133,0.503,"[2020, 2019, 2018, 2017, 2016]","[271, 282, 278, 275, 286]"
BR,Brasil,27,Alagoas,AL,2706000,Olivença,11681,0.493,"[2020, 2019, 2018, 2017, 2016]","[743, 718, 701, 685, 648]"
BR,Brasil,27,Alagoas,AL,2706109,Ouro Branco,11573,0.547,"[2020, 2019, 2018, 2017, 2016]","[579, 548, 556, 543, 497]"
BR,Brasil,27,Alagoas,AL,2706208,Palestina,5061,0.558,"[2020, 2019, 2018, 2017, 2016]","[238, 273, 289, 305, 309]"
BR,Brasil,27,Alagoas,AL,2706307,Palmeira dos Índios,73452,0.638,"[2020, 2019, 2018, 2017, 2016]","[8961, 9311, 8865, 7635, 7050]"
BR,Brasil,27,Alagoas,AL,2706802,Piaçabuçu,17868,0.572,"[2020, 2019, 2018, 2017, 2016]","[1078, 869, 1158, 1140, 1068]"
BR,Brasil,27,Alagoas,AL,2706406,Pão de Açúcar,24307,0.593,"[2020, 2019, 2018, 2017, 2016]","[1345, 1766, 2563, 2090, 1308]"
BR,Brasil,27,Alagoas,AL,2706422,Pariconha,10546,0.548,"[2020, 2019, 2018, 2017, 2016]","[798, 718, 718, 640, 595]"
BR,Brasil,27,Alagoas,AL,2706448,Paripueira,13484,0.605,"[2020, 2019, 2018, 2017, 2016]","[1315, 1287, 1270, 1313, 1169]"
BR,Brasil,27,Alagoas,AL,2706505,Passo de Camaragibe,15270,0.533,"[2020, 2019, 2018, 2017, 2016]","[1289, 1191, 1157, 1055, 1246]"
BR,Brasil,27,Alagoas,AL,2706604,Paulo Jacinto,7556,0.589,"[2020, 2019, 2018, 2017, 2016]","[516, 546, 600, 574, 489]"
BR,Brasil,27,Alagoas,AL,2706703,Penedo,64005,0.63,"[2020, 2019, 2018, 2017, 2016]","[7280, 6724, 7310, 7865, 8063]"
BR,Brasil,27,Alagoas,AL,2706901,Pilar,35310,0.61,"[2020, 2019, 2018, 2017, 2016]","[3797, 4180, 4518, 4302, 4281]"
BR,Brasil,27,Alagoas,AL,2707008,Pindoba,2903,0.574,"[2020, 2019, 2018, 2017, 2016]","[374, 357, 353, 330, 347]"
BR,Brasil,27,Alagoas,AL,2707107,Piranhas,25324,0.589,"[2020, 2019, 2018, 2017, 2016]","[2817, 2670, 2741, 2644, 1558]"
BR,Brasil,27,Alagoas,AL,2707206,Poço das Trincheiras,14447,0.526,"[2020, 2019, 2018, 2017, 2016]","[733, 762, 761, 761, 722]"
BR,Brasil,27,Alagoas,AL,2707305,Porto Calvo,27331,0.586,"[2020, 2019, 2018, 2017, 2016]","[2726, 3317, 3725, 4555, 4161]"
BR,Brasil,27,Alagoas,AL,2708600,São Miguel dos Campos,62328,0.623,"[2020, 2019, 2018, 2017, 2016]","[12506, 11565, 10993, 10086, 10101]"
BR,Brasil,27,Alagoas,AL,2707404,Porto de Pedras,7618,0.541,"[2020, 2019, 2018, 2017, 2016]","[926, 925, 842, 729, 762]"
BR,Brasil,27,Alagoas,AL,2707503,Porto Real do Colégio,20158,0.551,"[2020, 2019, 2018, 2017, 2016]","[776, 820, 782, 812, 886]"
BR,Brasil,27,Alagoas,AL,2707602,Quebrangulo,11202,0.559,"[2020, 2019, 2018, 2017, 2016]","[683, 736, 688, 670, 709]"
BR,Brasil,27,Alagoas,AL,2707701,Rio Largo,75662,0.643,"[2020, 2019, 2018, 2017, 2016]","[14207, 15457, 15294, 14925, 14396]"
BR,Brasil,27,Alagoas,AL,2707800,Roteiro,6634,0.505,"[2020, 2019, 2018, 2017, 2016]","[818, 883, 699, 800, 663]"
BR,Brasil,27,Alagoas,AL,2707909,Santa Luzia do Norte,7344,0.597,"[2020, 2019, 2018, 2017, 2016]","[1044, 1003, 933, 957, 827]"
BR,Brasil,27,Alagoas,AL,2708006,Santana do Ipanema,47910,0.591,"[2020, 2019, 2018, 2017, 2016]","[4848, 4842, 4875, 4626, 4896]"
BR,Brasil,27,Alagoas,AL,2708105,Santana do Mundaú,10637,0.519,"[2020, 2019, 2018, 2017, 2016]","[906, 863, 896, 798, 860]"
BR,Brasil,27,Alagoas,AL,2708204,São Brás,6977,0.572,"[2020, 2019, 2018, 2017, 2016]","[377, 392, 386, 393, 368]"
BR,Brasil,27,Alagoas,AL,2708303,São José da Laje,24064,0.573,"[2020, 2019, 2018, 2017, 2016]","[6762, 6245, 5874, 5699, 5337]"
BR,Brasil,27,Alagoas,AL,2708402,São José da Tapera,32462,0.527,"[2020, 2019, 2018, 2017, 2016]","[2083, 2318, 2001, 2219, 2234]"
BR,Brasil,27,Alagoas,AL,2708501,São Luís do Quitunde,34825,0.536,"[2020, 2019, 2018, 2017, 2016]","[7990, 7799, 8129, 8975, 9002]"
BR,Brasil,27,Alagoas,AL,2708808,São Sebastião,34424,0.549,"[2020, 2019, 2018, 2017, 2016]","[2070, 2037, 2019, 2089, 2204]"
BR,Brasil,27,Alagoas,AL,2708907,Satuba,14042,0.66,"[2020, 2019, 2018, 2017, 2016]","[1658, 1622, 1691, 1489, 1396]"
BR,Brasil,27,Alagoas,AL,2708956,Senador Rui Palmeira,13893,0.518,"[2020, 2019, 2018, 2017, 2016]","[706, 651, 616, 625, 656]"
BR,Brasil,27,Alagoas,AL,2709004,Tanque d'Arca,6115,0.555,"[2020, 2019, 2018, 2017, 2016]","[424, 446, 406, 408, 457]"
BR,Brasil,27,Alagoas,AL,2709103,Taquarana,20162,0.541,"[2020, 2019, 2018, 2017, 2016]","[1240, 1089, 1062, 1084, 1123]"
BR,Brasil,27,Alagoas,AL,2709152,Teotônio Vilela,44570,0.564,"[2020, 2019, 2018, 2017, 2016]","[5946, 5267, 5119, 4798, 5062]"
BR,Brasil,28,Sergipe,SE,2801108,Canhoba,4003,0.569,"[2020, 2019, 2018, 2017, 2016]","[340, 361, 358, 383, 389]"
BR,Brasil,27,Alagoas,AL,2709202,Traipu,27934,0.532,"[2020, 2019, 2018, 2017, 2016]","[993, 1641, 1597, 1495, 1228]"
BR,Brasil,27,Alagoas,AL,2709301,União dos Palmares,65963,0.593,"[2020, 2019, 2018, 2017, 2016]","[5065, 5057, 5442, 5458, 5315]"
BR,Brasil,27,Alagoas,AL,2709400,Viçosa,25655,0.586,"[2020, 2019, 2018, 2017, 2016]","[2839, 2878, 2810, 2701, 2195]"
BR,Brasil,28,Sergipe,SE,2800100,Amparo do São Francisco,2386,0.611,"[2020, 2019, 2018, 2017, 2016]","[356, 347, 385, 429, 421]"
BR,Brasil,28,Sergipe,SE,2800209,Aquidabã,21796,0.578,"[2020, 2019, 2018, 2017, 2016]","[2164, 1956, 1876, 1794, 1878]"
BR,Brasil,28,Sergipe,SE,2800308,Aracaju,672614,0.77,"[2020, 2019, 2018, 2017, 2016]","[226722, 234607, 232679, 232602, 232136]"
BR,Brasil,28,Sergipe,SE,2800407,Arauá,9840,0.595,"[2020, 2019, 2018, 2017, 2016]","[704, 710, 665, 787, 655]"
BR,Brasil,28,Sergipe,SE,2800506,Areia Branca,18825,0.579,"[2020, 2019, 2018, 2017, 2016]","[1178, 1155, 1146, 1152, 1010]"
